"country","region","life_expect","life_exp60","adult_mortality","infant_mort","age1.4mort","alcohol","bmi","measles","polio","basic_water","gghe.d","une_pop","une_infant","une_life","une_hiv","une_gni","country_code"
"Latvia","Europe",72.32887,19.2639623529412,193.325129411765,0.00807235294117647,0.000435294117647059,9.74698117647059,26.1352941176471,95.5882352941177,95.1764705882353,98.1673747058824,3.27883411764706,2174.76182352941,7.41176470588235,72.4750364705882,0.3,17020.5882352941,"LVA"
"Morocco","Eastern Mediterranean",72.8842064705882,19.2269288235294,102.466094117647,0.0322726470588235,0.00141205882352941,0.458823529411765,25.2764705882353,96.5294117647059,97.0588235294118,74.2687905882353,1.87484352941176,31719.2810588235,30.4764705882353,72.9571176470588,0.1,5698.82352941176,"MAR"
"Republic of Moldova","Europe",69.23762,16.5992023529412,207.776364705882,0.0168920588235294,0.000772647058823529,7.50849352941176,26.4823529411765,92.9411764705882,94.7058823529412,85.8359576470588,3.91493941176471,4122.41629411765,16.9117647058824,69.0775882352941,0.488235294117647,4628.82352941176,"MDA"
"Madagascar","Africa",62.44618,16.5674476470588,251.770088235294,0.0508461764705882,0.00626147058823529,0.831874117647059,20.9764705882353,65.4705882352941,71.9411764705882,44.0477576470588,2.10196823529412,20118.4093529412,51.0058823529412,62.4442941176471,0.2,1292.94117647059,"MDG"
"Mexico","Americas",75.4930229411765,21.7917047058824,132.406158823529,0.0167073529411765,0.000721764705882353,4.49187470588235,27.3705882352941,95.8823529411765,95.1176470588235,94.3271994117647,2.65749705882353,110937.072823529,16.3470588235294,75.0091176470588,0.2,14341.7647058824,"MEX"
"Republic of North Macedonia","Europe",74.4682452941177,18.6615994117647,111.507274705882,0.0108861764705882,0.000249117647058824,4.01437705882353,26.1647058823529,94.7058823529412,95.4705882352941,96.6059729411765,4.32345176470588,2064.33317647059,11.1176470588235,74.4127647058824,0.1,9704.70588235294,"MKD"
"Mali","Africa",53.7235958823529,14.9930652941176,295.925870588235,0.0956923529411765,0.0196844117647059,0.581144117647059,22.3411764705882,65.0588235294118,68.6470588235294,62.7501623529412,0.994441764705882,14226.1052352941,82.3470588235294,53.6211176470588,1.46470588235294,1638.23529411765,"MLI"
"Myanmar","South-East Asia",63.7603258823529,16.4472988235294,226.322905882353,0.0552617647058824,0.00481970588235294,0.847639411764706,21.9529411764706,83.5882352941177,86.0588235294118,63.8999735294118,0.367728823529412,49957.482,52.2647058823529,62.8993529411765,0.758823529411765,3025.29411764706,"MMR"
"Mongolia","Western Pacific",66.4709964705882,16.0083423529412,242.880835294118,0.0286161764705882,0.00174176470588235,6.13559588235294,25.2058823529412,97.1764705882353,97.6470588235294,73.2229547058824,2.63868823529412,2670.69888235294,28.3235294117647,66.3606470588235,0.1,7073.52941176471,"MNG"
"Mozambique","Africa",53.5368011764706,16.7352011764706,416.941017647059,0.0855455882352941,0.0102726470588235,0.807801764705882,22.1823529411765,80.2352941176471,76.4117647058823,36.0273323529412,2.00277352941176,22450.5233529412,80.2235294117647,52.2755882352941,11.3588235294118,818.823529411765,"MOZ"
"Mauritania","Africa",61.7890947058824,16.2923205882353,216.545588235294,0.0674841176470588,0.0101464705882353,0.00958764705882353,24.3882352941176,68.9411764705882,71.9411764705882,54.3731782352941,1.12848235294118,3334.88229411765,63.5176470588235,62.1824117647059,0.4,3140,"MRT"
"Mauritius","Africa",72.9264735294118,19.1216241176471,160.067964705882,0.0129232352941176,0.000588529411764706,3.37884647058824,24.8882352941176,95.5294117647059,96.4705882352941,99.6236441176471,1.83836823529412,1232.90764705882,13.6470588235294,72.9257958823529,1.07647058823529,14782.9411764706,"MUS"
"Malawi","Africa",54.5776935294118,16.2137352941176,424.618482352941,0.0698135294117647,0.01095,1.67242117647059,22.3411764705882,84.1176470588235,88.7058823529412,60.4653529411765,1.64952588235294,13904.1815882353,62.4,52.8998823529412,11.5411764705882,925.294117647059,"MWI"
"Malaysia","Western Pacific",73.8262576470588,18.7999417647059,134.461664705882,0.00703147058823529,0.000290588235294118,0.523902352941176,24.7941176470588,94.6470588235294,96.4705882352941,97.0459394117647,1.68462235294118,27106.0912352941,7.08823529411765,74.1201176470588,0.4,18847.0588235294,"MYS"
"Namibia","Africa",58.6440052941176,16.0952964705882,383.792929411765,0.0434597058823529,0.00537852941176471,2.45487882352941,23.6058823529412,72.8823529411765,83.0588235294118,79.4217376470588,4.36402941176471,2055.73241176471,39.5882352941176,55.3304705882353,13.4823529411765,8009.41176470588,"NAM"
"Niger","Africa",54.3894870588235,15.4823258823529,274.962588235294,0.0765323529411765,0.0223076470588235,0.108518823529412,21.3588235294118,60.7058823529412,58.8823529411765,42.8530741176471,1.78182764705882,15559.0355882353,70.6647058823529,55.6919411764706,0.476470588235294,762.352941176471,"NER"
"Nigeria","Africa",51.1923435294118,13.3802747058824,386.574494117647,0.0950361764705882,0.0156005882352941,10.3071076470588,22.8352941176471,43.2941176470588,46.0588235294118,59.0229552941177,0.684139411764706,151743.434647059,90.6529411764706,49.8192352941176,1.64117647058824,4180.58823529412,"NGA"
"Nicaragua","Americas",72.8804252941176,21.4671305882353,169.252288235294,0.0238923529411765,0.00120705882352941,3.58407705882353,26.5411764705882,96.7647058823529,93.0588235294118,81.3069064705882,3.26832705882353,5675.79688235294,20.5823529411765,71.8784705882353,0.194117647058824,3726.47058823529,"NIC"
"Netherlands","Europe",80.2115635294118,22.9846870588235,68.9048582352941,0.00406029411764706,0.000203823529411765,9.21059647058824,25.3705882352941,95.6470588235294,96.7058823529412,100,6.45394,16524.7027058824,4.12352941176471,80.0644188235294,0.170588235294118,42485.2941176471,"NLD"
"Norway","Europe",80.7448758823529,23.5282423529412,67.9500441176471,0.00290235294117647,0.000173823529411765,6.21705882352941,26.2117647058824,91.6470588235294,93.2352941176471,100,7.38446941176471,4816.46470588235,2.92352941176471,80.5949776470588,0.1,53874.1176470588,"NOR"
"Nepal","South-East Asia",66.4840770588235,16.8356605882353,194.159682352941,0.0441323529411765,0.00323617647058824,0.216196470588235,21.5647058823529,80.8235294117647,83.8235294117647,84.3030276470588,0.865603529411765,26141.3396470588,42.1235294117647,66.4882941176471,0.194117647058824,1847.64705882353,"NPL"
"New Zealand","Western Pacific",80.5003917647059,23.8280576470588,74.3107764705882,0.00486058823529412,0.000281176470588235,9.13843647058824,27.4294117647059,87.3529411764706,89.2941176470588,100,6.71602176470588,4270.90952941177,5.30588235294118,80.2717941176471,0.1,28342.9411764706,"NZL"
"Oman","Eastern Mediterranean",75.19120875,19.899965625,111.83124375,0.0107928125,0.0004621875,0.505614375,25.85625,98.4375,98.5,82.74451375,2.494903125,3072.9389375,10.65,75.1260625,0.11875,38641.875,"OMN"
"Pakistan","Eastern Mediterranean",64.4873241176471,17.50375,177.701852941176,0.0808752941176471,0.00543205882352941,0.0318476470588235,23.2411764705882,62.2352941176471,62.4117647058824,88.4718470588235,0.706334705882353,172153.421470588,73.9294117647059,64.7731764705882,0.1,3904.70588235294,"PAK"
"Panama","Americas",76.7451376470588,23.1507076470588,117.135570588235,0.0180285294117647,0.000796470588235294,5.71836882352941,26.2882352941176,95.4117647058823,89,92.3015429411765,4.46590176470588,3522.39147058824,17.9647058823529,76.4626470588235,0.8,13490.5882352941,"PAN"
"Peru","Americas",73.8740323529412,20.7649429411765,137.623711764706,0.0189679411764706,0.00142058823529412,4.82125352941176,25.8058823529412,91.2941176470588,87.8823529411765,85.8879158823529,2.58510058823529,28592.5148823529,18.6235294117647,73.7431764705882,0.352941176470588,8408.23529411765,"PER"
